video_id,category,video_length,raw_video_file_length,text_mrr,video_mrr,mrr_delta,text_temporal_ndcg,video_temporal_ndcg,t_ndcg_delta,text_cos_sim,video_cos_sim,text_cos_sim_residual,video_cos_sim_residual,apcs_surprisal_nll,apcs_perplexity,video_surprisal_var,video_surprisal_avg,video_surprisal_max
Gung-Ho-Vids_5-clip-2,Action/Vehicle,60,62,0.3636676078431373,0.27824123801518497,0.08542636982795232,0.7825233262416054,0.6557605546872629,0.12676277155434246,0.24777988888888888,0.6176031678915024,0.042303946581196586,0.35459442079688114,1.0968180338541667,3.3187775115172067,0.03373181074857712,0.2072351723909378,0.7930401563644409
Gung-Ho-Vids_8-clip-0,Action/Vehicle,60,61,0.32551115686274507,0.26771271642519173,0.05779844043755333,0.7619557961941593,0.6453310832266176,0.11662471296754173,0.2082843482905983,0.5752740229169527,0.0003209700854700873,0.2988421342646082,1.2961181640625,3.883859896659851,0.03513195738196373,0.20757165551185608,0.9420053362846375
Hamiltonville-Farm_1-clip-4,Farming,60,65,0.36770915686274513,0.28415451507510076,0.08355464178764438,0.7827067904835469,0.6693010309848334,0.11340575949871345,0.13014010683760685,0.8385570223132769,0.013784367521367517,0.709501481304566,0.9622090657552084,3.057557608683904,0.017048118636012077,0.08616708964109421,0.8633196949958801
Hamiltonville-Farm_2-clip-0,Farming,60,63,0.3643082941176471,0.27824123801518497,0.08606705610246213,0.7845499810587148,0.6566951149773564,0.12785486608135832,0.20346674786324787,0.7365324099858602,0.05938311965811966,0.5464210646847883,1.0591389973958334,3.2504576285680136,0.021612590178847313,0.17855097353458405,0.6304126381874084
Hamiltonville-Farm_6-clip-18,Farming,60,68,0.34414845098039215,0.28546648424559523,0.05868196673479692,0.7679642504219347,0.6684663972338983,0.09949785318803639,0.24992598504273505,0.8061574697494507,0.049118113247863256,0.2908409566928943,1.129541015625,3.4155830423037212,0.0129524115473032,0.11422112584114075,0.6102101802825928
Hamiltonville-Farm_8-clip-3,Farming,60,62,0.3770129411764706,0.27824123801518497,0.09877170316128564,0.7838391311062967,0.6578134280910044,0.12602570301529226,0.2359119957264957,0.7475785464048386,0.047674299145299144,0.5397745768229166,1.1782063802083333,3.753686863183975,0.018925104290246964,0.18788117170333862,0.7810719013214111
How-Farms-Work_10-clip-1,Farming,60,147,0.3500479215686274,0.26159774436038863,0.08845017720823878,0.7754124882497606,0.6457854913421268,0.1296269969076338,0.18853857264957263,0.7176369354128838,0.024248333333333334,0.5436315524081389,1.0575154622395833,3.286509696642558,0.0283069908618927,0.23975320160388947,0.8058868646621704
How-Farms-Work_3-clip-2,Farming,60,64,0.35377998039215686,0.27824123801518497,0.07553874237697189,0.773521192137867,0.6625924716805913,0.11092872045727564,0.2762572713675214,0.8029635846614838,0.05305693803418803,0.602697047094504,1.063525390625,3.455291122198105,0.025183944031596184,0.21246284246444702,0.7666135430335999
How-Farms-Work_5-clip-0,Farming,60,61,0.3652499411764706,0.26159774436038863,0.10365219681608195,0.7826711593969203,0.6539370890822654,0.1287340703146549,0.11968335042735043,0.4890356548130512,0.007097604700854702,0.2679997208373,1.039453125,3.2633036692937214,0.0467650480568409,0.30692070722579956,1.0544750690460205
How-Farms-Work_8-clip-4,Farming,60,72,0.3715159607843137,0.2843470844791492,0.08716887630516451,0.7814262562790395,0.6727799386149577,0.10864631766408184,0.24365247649572652,0.6868016297618548,0.05807715384615385,0.2907366051028172,1.072216796875,3.2783195614814757,0.012787513434886932,0.19582021236419678,0.726111114025116
How-Farms-Work_9-manual,Farming,60,141,0.3526522745098039,0.2615977443603887,0.09105453014941522,0.781921396483772,0.648859425778961,0.13306197070481096,0.25214680128205125,0.5918923765420914,0.08844765598290599,0.3753288775818267,1.1660319010416667,3.9694294214248655,0.04010026156902313,0.2998495399951935,0.738161563873291
Joe-Robinet_0-clip-23,Survival,60,65,0.3746458235294117,0.28415451507510076,0.09049130845431097,0.7787374226626946,0.6721381455749456,0.10659927708774908,0.22984139529914532,0.7534344010055065,0.08725330128205128,0.6716263983398676,1.1140706380208334,3.4260943214098614,0.03678164631128311,0.1307731419801712,0.9044064879417419
Joe-Robinet_2-clip-5,Survival,60,75,0.37400909803921567,0.28182181174859383,0.09218728629062184,0.7887609487219587,0.6706575074697559,0.11810344125220273,0.2593328311965812,0.7769680842757225,0.09330868162393162,0.3684353580077489,1.02828369140625,3.200237282117208,0.007670204620808363,0.13837012648582458,0.5408700704574585
Joe-Robinet_4-clip-0,Survival,60,178,0.37332727450980396,0.26159774436038863,0.11172953014941533,0.7703265125195582,0.6498877736923415,0.12043873882721667,0.2189700747863248,0.6538871551553408,0.06165354487179487,0.45526215185721713,1.1193186442057292,3.4545996566613515,0.01846778392791748,0.1802099645137787,0.664716899394989
Joe-Robinet_5-clip-23,Survival,60,61,0.34243886274509805,0.26159774436038863,0.08084111838470942,0.7711970026743876,0.6463153082530861,0.12488169442130148,0.23720082905982906,0.6969767635067304,0.06207256196581197,0.5337587433556715,1.1739501953125,3.7778255979220075,0.019106172025203705,0.2225056141614914,0.7204118967056274
John-Suscovich_0-clip-1,Farming,60,76,0.36531335294117645,0.28182181174859383,0.08349154119258262,0.7727147085491776,0.6742857581849094,0.09842895036426813,0.17048619230769232,0.8302533949414889,0.009100903846153845,0.6446255582074324,1.1307169596354167,3.6201912224292756,0.01211928203701973,0.09960637986660004,0.691795825958252
John-Suscovich_10-manual,Farming,60,124,0.37227435294117645,0.26159774436038863,0.11067660858078782,0.7822764444679166,0.6504387709194799,0.13183767354843667,0.24835551282051282,0.785679747040073,0.06127901709401709,0.543217146769166,1.0376424153645833,3.128991381327311,0.024414319545030594,0.16239160299301147,0.7500581741333008
John-Suscovich_12-clip-0,Farming,60,79,0.33933778431372547,0.27845069095099045,0.06088709336273501,0.7781740769848361,0.6689426451012342,0.10923143188360185,0.1840437158119658,0.766329733033975,0.01604853205128205,0.3835371043533087,1.127783203125,3.560422690709432,0.040923602879047394,0.12015671283006668,0.9832942485809326
John-Suscovich_2-clip-3,Farming,60,95,0.3725773725490196,0.2615977443603887,0.11097962818863094,0.7774780105256581,0.6487138923111065,0.12876411821455158,0.2643935341880342,0.8352497046192487,0.00854080982905983,0.598061827942729,0.9955281575520833,3.04869323571523,0.00887803640216589,0.11418884247541428,0.716454267501831
John-Suscovich_3-manual,Farming,60,76,0.3717332745098039,0.28182181174859383,0.08991146276121009,0.7837296330899237,0.673454445243749,0.11027518784617474,0.19512905982905984,0.5580588225275278,0.08062542307692308,0.3541433221350114,0.7385467529296875,2.6701866924762725,0.055858176201581955,0.3132389485836029,1.0238778591156006
King-Kong-Amazon_11-clip-7,Nature/Doc,60,65,0.3630598235294118,0.2841545150751008,0.07890530845431099,0.7820617768129114,0.665411604707065,0.1166501721058465,0.23746396153846155,0.8724515413244566,0.0442361217948718,0.6363966288045049,1.1601806640625,3.586807465553284,0.0082361726090312,0.061542097479104996,0.41558992862701416
King-Kong-Amazon_5-clip-14,Nature/Doc,60,89,0.3830222352941176,0.2615977443603887,0.12142449093372892,0.7800319084401064,0.646557628259103,0.13347428018100338,0.21529232051282052,0.7885451267162958,0.012708224358974358,0.4827326536954691,1.2961181640625,3.883859896659851,0.008420930244028568,0.09240100532770157,0.6453543901443481
MilitaryNotes_10-clip-0,Military,60,62,0.35215413725490197,0.2812919324820616,0.07086220477284039,0.7767096611477382,0.6568563353878667,0.11985332575987151,0.24434052564102562,0.6202444024384022,0.01517429487179487,0.41049425055583316,1.4066650390625,5.047762062152227,0.04117751494050026,0.17358990013599396,0.9714465141296387
MilitaryNotes_11-clip-1,Military,60,62,0.34601419607843137,0.27824123801518497,0.0677729580632464,0.7757548823045761,0.6540361799702568,0.12171870233431936,0.24724853205128206,0.5450506533185641,0.0342538717948718,0.28007791346559924,1.2120035807291667,3.942752675215403,0.04976904019713402,0.2746806740760803,0.818047821521759
MilitaryNotes_8-clip-0,Military,60,70,0.36339707843137253,0.28922871570341785,0.07416836272795468,0.7737139125364425,0.6673190338410264,0.10639487869541608,0.18816621794871796,0.44676013849675655,0.0462153076923077,0.2688835734928337,1.0830973307291667,3.862542959054311,0.05630974844098091,0.2327689528465271,1.097947120666504
Millennial-Farmer_1-clip-11,Farming,60,61,0.466247568627451,0.26159774436038863,0.20464982426706235,0.7812411899013963,0.6464840744745766,0.13475711542681978,0.2185730363247863,0.5578526481986046,0.06950085897435897,0.3988981917500496,0.5034589131673177,2.2179651240507763,0.0524299293756485,0.2623693645000458,0.8501675128936768
Millennial-Farmer_7-clip-13,Farming,60,61,0.3551230784313726,0.26159774436038863,0.09352533407098396,0.78064740891364,0.642782880216959,0.1378645286966811,0.2359967371794872,0.5130540505051613,0.06716147222222223,0.3265210731575886,1.1961588541666666,3.814932813247045,0.04707680270075798,0.31398943066596985,0.8387292623519897
Millennial-Farmer_8-clip-16,Farming,60,95,0.3544001960784314,0.2615977443603887,0.09280245171804269,0.7766766770168424,0.6481110608891465,0.1285656161276959,0.17186621367521365,0.6827651684482893,0.049175038461538464,0.3759549210468928,1.2626749674479167,4.163866053024928,0.023865094408392906,0.17165052890777588,0.7568811774253845
Natural-Disaster_10-clip-0,Nature/Doc,60,62,0.372472431372549,0.27824123801518497,0.09423119335736402,0.777402204631103,0.6543990141686035,0.12300319046249952,0.271829047008547,0.619526327898105,0.02033699786324786,0.4199283514171839,1.3679931640625,4.667583709955215,0.03615406155586243,0.2954701781272888,0.7936363816261292
Nick-Gaillard_1-clip-2,Action/Vehicle,60,70,0.3617233137254902,0.28546648424559523,0.07625682947989498,0.7873503765654217,0.6662846116210538,0.12106576494436794,0.27839274572649575,0.7425460120042165,0.047149822649572654,0.31801811141970876,1.0689615885416666,3.3384096225102744,0.014616199769079685,0.09885286539793015,0.4489877223968506
Nick-Gaillard_4-clip-2,Action/Vehicle,60,84,0.3547918823529412,0.27037993090057455,0.08441195145236663,0.7808339791125504,0.6550953634947873,0.12573861561776312,0.287089344017094,0.6564200147986412,0.02766562393162393,0.25812742455552024,1.3291341145833333,4.112528936068217,0.030576927587389946,0.24128657579421997,0.7227956056594849
Olly_s-Farm_1-clip-5,Farming,60,65,0.3435408039215686,0.28415451507510076,0.05938628884646785,0.782613290145254,0.6715773119476622,0.11103597819759181,0.19441253846153844,0.8707799265782038,0.04250601923076923,0.25362913465748227,0.77640380859375,2.9523272812366486,0.003949455451220274,0.10365991294384003,0.40649688243865967
Olly_s-Farm_6-clip-1,Farming,60,61,0.3657779019607843,0.26159774436038863,0.10418015760039567,0.7826317088640347,0.6456735639911989,0.13695814487283575,0.26088595085470084,0.8213420783480009,0.03297495299145299,0.6137375881274542,1.1610799153645834,3.8348075707753497,0.025932246819138527,0.1343400627374649,0.9812423586845398
Peterson-Farm-Bros_5-clip-2,Farming,60,78,0.3520509607843137,0.27845069095099045,0.07360026983332324,0.7681119104483634,0.6644023018934463,0.10370960855491707,0.19713791025641025,0.8027191037933031,0.04126431837606837,0.5595303000882268,1.2042236328125,3.672775465250015,0.016604308038949966,0.13532881438732147,0.8494864702224731
Peterson-Farm-Bros_6-clip-4,Farming,60,144,0.35308880392156866,0.26159774436038863,0.09149105956118003,0.7869579155335814,0.6454170854507905,0.14154083008279095,0.29325775427350426,0.8277338544527689,0.02623401923076923,0.5001960995917519,1.2740885416666667,3.7881609996159873,0.015346797183156013,0.10807886719703674,0.6910038590431213
Primal-Earth-Sounds_0-clip-44,Survival,60,221,0.3526460784313726,0.26159774436038863,0.09104833407098395,0.7801827327783932,0.6477618655217152,0.132420867256678,0.20193336965811964,0.8791033824284872,-0.007204363247863248,0.7981730550527573,1.2961181640625,3.883859896659851,0.005079575814306736,0.07520861178636551,0.45367419719696045
Primal-Earth-Sounds_9-clip-26,Survival,60,63,0.353581568627451,0.27824123801518497,0.07534033061226603,0.7690282876548298,0.6598562089083377,0.10917207874649204,0.2258944487179487,0.6288676100472609,0.04708142735042735,0.5146592709546288,1.2105224609375,3.6248848179976147,0.056919749826192856,0.12888485193252563,0.9483039379119873
Primitive-Technology_11-clip-8,Survival,60,62,0.37323370588235294,0.27824123801518497,0.09499246786716797,0.7777750175449099,0.6572429442325344,0.12053207331237548,0.2184755363247863,0.6463043863574663,0.029716608974358974,0.3506600521504879,0.9713053385416667,3.065526455640793,0.027487851679325104,0.19188734889030457,0.6448009014129639
